Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
1500.0,2007-06-29,undonefilms,543.0,14.35%,030xx,NH,5 years,0.0
3500.0,2007-06-29,momtojr,661.0,242.83%,281xx,NC,10+ years,0.0
5000.0,2007-06-29,ikrsone12,503.0,3.74%,071xx,NJ,< 1 year,0.0
25000.0,2007-06-29,so1oonnet,727.0,6.69%,210xx,MD,< 1 year,0.0
1200.0,2007-06-30,twinsno1,586.0,3.63%,100xx,NY,< 1 year,0.0
3500.0,2007-06-30,resanchez,525.0,0%,800xx,CO,< 1 year,0.0
1000.0,2007-06-30,bigtrav2207,432.0,414.4%,640xx,MO,< 1 year,0.0
20000.0,2007-06-30,ms,563.0,33.04%,118xx,NY,5 years,0.0
4500.0,2007-06-30,Miss Stephanie,535.0,21.03%,104xx,NY,< 1 year,0.0
10000.0,2007-06-30,Esp-sonia,575.0,0%,331xx,FL,4 years,0.0
8000.0,2007-06-30,Fresh start,504.0,36.68%,487xx,MI,6 years,0.0
1500.0,2007-06-30,cocovanilla,491.0,2.54%,801xx,CO,< 1 year,0.0
1500.0,2007-06-30,suprstrmandie,0.0,14.4%,662xx,KS,2 years,0.0
2500.0,2007-06-30,Veganshero,456.0,88.4%,088xx,NJ,3 years,0.0
2500.0,2007-06-30,meghanneedsyou,544.0,0%,232xx,VA,< 1 year,0.0
15000.0,2007-06-30,malcolmp,592.0,2.37%,100xx,NY,< 1 year,0.0
5000.0,2007-07-01,JBurt0n6,507.0,63.5%,775xx,TX,3 years,0.0
3000.0,2007-07-01,Backon Track,522.0,11.96%,132xx,NY,3 years,0.0
2500.0,2007-07-01,jenjenfrench,609.0,12.5%,775xx,TX,< 1 year,0.0
25000.0,2007-07-01,realestate1,666.0,28.19%,080xx,NJ,10+ years,0.0
5500.0,2007-07-01,rdleathers1386,597.0,0%,303xx,GA,< 1 year,0.0
10000.0,2007-07-01,thenewlight,482.0,73.87%,021xx,MA,< 1 year,0.0
1500.0,2007-07-01,aquinas02,594.0,0%,641xx,MO,< 1 year,0.0
22000.0,2007-07-01,john123,595.0,17.11%,112xx,NY,1 year,0.0
1000.0,2007-07-01,My credit card is charging me 14%,720.0,27.21%,641xx,MO,4 years,0.0
20000.0,2007-07-01,coldspring2000,724.0,19.49%,410xx,KY,3 years,0.0
4000.0,2007-07-01,datboyfine,502.0,6.56%,191xx,PA,1 year,0.0
1000.0,2007-07-01,sardonix,676.0,32.8%,462xx,IN,2 years,0.0
1100.0,2007-07-01,PositiveBlack,504.0,6.78%,327xx,FL,< 1 year,0.0
25000.0,2007-07-01,Saxwoman2,562.0,15.36%,331xx,FL,< 1 year,0.0
8000.0,2007-07-02,"I intend to use this loan to pay off a credit card and most of my overdraft protection, while reducing my monthly payments (if I get my target rate).",727.0,47.63%,146xx,NY,4 years,0.0
6000.0,2007-07-02,lisat041475,499.0,18.91%,190xx,PA,9 years,0.0
5000.0,2007-07-02,sydneyausguy,632.0,13.43%,926xx,CT,< 1 year,0.0
15000.0,2007-07-02,ttallent,621.0,40.73%,379xx,TN,1 year,0.0
25000.0,2007-07-02,lil_wagner,546.0,34.42%,640xx,MO,< 1 year,0.0
3500.0,2007-07-02,softwarez,644.0,48.68%,333xx,FL,2 years,0.0
3000.0,2007-07-02,salman_khan,600.0,2.18%,114xx,NY,1 year,0.0
5000.0,2007-07-02,kcgyrl79,539.0,0%,997xx,AK,< 1 year,0.0
10500.0,2007-07-02,CrimsonApache,467.0,6.95%,366xx,AL,< 1 year,0.0
11000.0,2007-07-02,dseuphoria,453.0,6%,088xx,NJ,< 1 year,0.0
1000.0,2007-07-02,Jrb04k,561.0,8.17%,323xx,FL,1 year,0.0
8000.0,2007-07-03,PhD Student,500.0,38.4%,803xx,CO,5 years,0.0
13000.0,2007-07-03,Tmilhon,595.0,19.95%,322xx,FL,< 1 year,0.0
15000.0,2007-07-03,Taylor20620,519.0,0%,326xx,FL,1 year,0.0
8000.0,2007-07-03,skeevysteve,650.0,4.89%,021xx,MA,< 1 year,0.0
4500.0,2007-07-03,gmonaco21,564.0,14.47%,015xx,MA,< 1 year,0.0
21000.0,2007-07-03,cleancredit,641.0,18.43%,760xx,TX,< 1 year,0.0
15000.0,2007-07-03,angeltorres,492.0,28.95%,322xx,FL,2 years,0.0
5000.0,2007-07-03,mgillispie,424.0,5.36%,714xx,LA,< 1 year,0.0
20000.0,2007-07-03,Help Me Pay Debt and Live Life again!!!,647.0,25.32%,554xx,MN,1 year,0.0
500.0,2007-07-04,dm210,567.0,28.96%,207xx,MD,< 1 year,0.0
4000.0,2007-07-04,kktally,473.0,4.13%,300xx,GA,1 year,0.0
15000.0,2007-07-04,Bud84clt,598.0,12.46%,245xx,VA,7 years,0.0
1000.0,2007-07-04,burdahgirl,607.0,36.42%,303xx,GA,< 1 year,0.0
5000.0,2007-07-04,sonyshox23,492.0,9.19%,802xx,CO,3 years,0.0
925.0,2007-07-04,sdawn07,0.0,13.2%,802xx,CO,< 1 year,0.0
25000.0,2007-07-04,finny311,667.0,45.6%,100xx,NY,1 year,0.0
7500.0,2007-07-04,CSM72,430.0,16.19%,441xx,OH,4 years,0.0
2000.0,2007-07-04,garyhanna,546.0,23.23%,191xx,PA,3 years,0.0
5000.0,2007-07-04,PopStarChic,507.0,23.52%,480xx,MS,< 1 year,0.0
1000.0,2007-07-04,makewild13,469.0,1.32%,778xx,TX,1 year,0.0
10500.0,2007-07-04,farrowm,612.0,32.61%,138xx,NY,1 year,0.0
4000.0,2007-07-05,Mac101,567.0,35.49%,200xx,DC,< 1 year,0.0
4500.0,2007-07-05,Mikri,554.0,4.72%,142xx,NY,5 years,0.0
2500.0,2007-07-05,ypastor,549.0,37.58%,437xx,OH,4 years,0.0
8000.0,2007-07-05,Meems,561.0,6.07%,200xx,DC,< 1 year,0.0
2500.0,2007-07-05,missreese,566.0,19.4%,383xx,TN,10+ years,0.0
5000.0,2007-07-05,newdeal80,592.0,16.33%,681xx,NE,5 years,0.0
4000.0,2007-07-05,mrhe,578.0,0%,021xx,MA,2 years,0.0
2000.0,2007-07-05,weazley,656.0,12%,980xx,WA,2 years,0.0
1500.0,2007-07-06,challenger73,669.0,23.2%,473xx,IN,10+ years,0.0
500.0,2007-07-06,hotelie2011,635.0,1.86%,022xx,MA,< 1 year,0.0
1000.0,2007-07-06,mrscott01,535.0,25.5%,328xx,FL,< 1 year,0.0
1000.0,2007-07-06,felise32,418.0,0%,641xx,MO,< 1 year,0.0
9825.0,2007-07-06,acordars,576.0,14.28%,926xx,CA,2 years,0.0
1000.0,2007-07-06,phlsphrwrt,526.0,0%,531xx,WI,1 year,0.0
5000.0,2007-07-06,jabruzzese,570.0,21.06%,930xx,CA,6 years,0.0
8000.0,2007-07-06,Pomegranate,609.0,27%,402xx,KY,< 1 year,0.0
1000.0,2007-07-07,svbennett20,618.0,266.67%,357xx,AL,< 1 year,0.0
1000.0,2007-07-07,jennbuggisbroke,0.0,0.34%,304xx,GA,< 1 year,0.0
25000.0,2007-07-07,Antgrant27,494.0,13.92%,088xx,NJ,1 year,0.0
15000.0,2007-07-07,dwelters,473.0,8.25%,326xx,FL,7 years,0.0
3000.0,2007-07-07,jake2089,698.0,35.79%,080xx,NJ,< 1 year,0.0
2500.0,2007-07-07,tony1976,574.0,21.17%,300xx,GA,< 1 year,0.0
2500.0,2007-07-07,jamal69,493.0,23.88%,354xx,AL,< 1 year,0.0
1000.0,2007-07-07,BgBoye,454.0,1.98%,190xx,PA,< 1 year,0.0
2000.0,2007-07-07,Krys1019,588.0,0%,076xx,NJ,< 1 year,0.0
1000.0,2007-07-07,stush1021,525.0,0.89%,117xx,NY,< 1 year,0.0
2500.0,2007-07-07,kg05,0.0,0%,330xx,FL,< 1 year,0.0
25000.0,2007-07-07,jmott428,541.0,1.92%,156xx,PA,1 year,0.0
8300.0,2007-07-07,JudithAnn7244,592.0,24.95%,660xx,KS,7 years,0.0
500.0,2007-07-07,kimmy4lsu,469.0,16.37%,708xx,LA,< 1 year,0.0
1000.0,2007-07-07,Summer Semester Help,553.0,8.27%,981xx,WA,< 1 year,0.0
2000.0,2007-07-08,naomicastillo,504.0,0%,606xx,IN,1 year,0.0
10000.0,2007-07-08,carlos_sarmiento,493.0,14.12%,331xx,FL,10+ years,0.0
3500.0,2007-07-08,ladybuggs,492.0,4.54%,750xx,TX,1 year,0.0
5000.0,2007-07-08,caseyj25,512.0,21.68%,806xx,CO,4 years,0.0
6000.0,2007-07-08,youngbizman,606.0,9.94%,374xx,TN,< 1 year,0.0
3000.0,2007-07-08,mom2gjs,565.0,3.25%,664xx,KS,< 1 year,0.0
12000.0,2007-07-08,Robzilla,620.0,2.04%,276xx,NC,3 years,0.0
16000.0,2007-07-08,iluvjesus,440.0,2.48%,301xx,GA,2 years,0.0
5000.0,2007-07-08,andrea1125,454.0,6.38%,339xx,FL,1 year,0.0
5000.0,2007-07-08,treyduffy,483.0,8.04%,537xx,WI,< 1 year,0.0
10000.0,2007-07-09,renornotty,477.0,0%,551xx,MN,< 1 year,0.0
6000.0,2007-07-09,jchristmn,637.0,23.43%,681xx,NE,1 year,0.0
5000.0,2007-07-09,frenchy,496.0,44.17%,326xx,FL,< 1 year,0.0
5000.0,2007-07-09,devon_craig,527.0,12.62%,227xx,VA,1 year,0.0
12000.0,2007-07-09,fbg,429.0,245.63%,708xx,LA,3 years,0.0
20000.0,2007-07-09,studiob,570.0,38.06%,762xx,TX,3 years,0.0
1000.0,2007-07-09,Blckdhliagrl,703.0,0%,727xx,AR,< 1 year,0.0
20000.0,2007-07-10,skiman40,553.0,7.12%,730xx,OK,10+ years,0.0
10000.0,2007-07-10,Richard0716,603.0,43.26%,331xx,FL,4 years,0.0
2500.0,2007-07-10,voteforeric,599.0,0%,841xx,UT,1 year,0.0
3000.0,2007-07-10,Mr.Mesofly,547.0,1.97%,112xx,NY,< 1 year,0.0
1000.0,2007-07-10,big_nour,487.0,16.32%,554xx,MN,1 year,0.0
1000.0,2007-07-10,bluewarrior07,523.0,7.17%,282xx,NC,2 years,0.0
3000.0,2007-07-10,strivingforward,0.0,0%,325xx,FL,< 1 year,0.0
10000.0,2007-07-10,bigredone,480.0,12.17%,439xx,OH,10+ years,0.0
3000.0,2007-07-10,kymberly,510.0,23.96%,054xx,VT,2 years,0.0
3000.0,2007-07-10,welderman,0.0,0%,415xx,KY,1 year,0.0
1000.0,2007-07-10,Twofast4u12,567.0,9.69%,541xx,WI,1 year,0.0
4500.0,2007-07-10,KevinT,482.0,82.38%,282xx,NC,< 1 year,0.0
3500.0,2007-07-11,csh0430,533.0,0%,301xx,GA,10+ years,0.0
2500.0,2007-07-11,rootsrundeep,541.0,0.3%,474xx,IN,< 1 year,0.0
1000.0,2007-07-11,CBear,600.0,14.16%,740xx,OK,< 1 year,0.0
5000.0,2007-07-11,aebennett,530.0,5.2%,741xx,OK,2 years,0.0
4500.0,2007-07-11,dvermulm,623.0,8.02%,681xx,NE,< 1 year,0.0
2500.0,2007-07-11,JEW0831,465.0,0.62%,284xx,NC,< 1 year,0.0
8000.0,2007-07-11,Keyoung,543.0,6.36%,215xx,MD,7 years,0.0
6000.0,2007-07-11,km36,524.0,31.63%,463xx,IN,< 1 year,0.0
5000.0,2007-07-12,patval,549.0,21.49%,451xx,OH,1 year,0.0
15000.0,2007-07-12,Consolidating,639.0,15.76%,958xx,CA,10+ years,0.0
1000.0,2007-07-12,MiMi77,435.0,10.03%,346xx,FL,1 year,0.0
8000.0,2007-07-12,Alex R,610.0,11.47%,100xx,NY,1 year,0.0
5000.0,2007-07-12,Erynnesmom,455.0,28.14%,775xx,TX,8 years,0.0
5000.0,2007-07-12,Jesseandshanon,451.0,32.81%,775xx,TX,10+ years,0.0
10000.0,2007-07-12,Wendigo,472.0,33.05%,537xx,WI,< 1 year,0.0
20000.0,2007-07-12,amaury73,646.0,8.92%,331xx,FL,2 years,0.0
15000.0,2007-07-12,stacyby,519.0,13.76%,100xx,NY,3 years,0.0
2000.0,2007-07-12,max1991,451.0,6.89%,054xx,VT,8 years,0.0
7000.0,2007-07-12,dulcinea2007,471.0,16.22%,330xx,FL,< 1 year,0.0
4500.0,2007-07-13,theteeshirtlady,475.0,2.95%,270xx,NC,1 year,0.0
5000.0,2007-07-13,markf78,644.0,11.77%,226xx,VA,< 1 year,0.0
14000.0,2007-07-13,TopVetTech,607.0,0%,168xx,PA,7 years,0.0
25000.0,2007-07-13,insurance needs capital to relocate /pur,697.0,15.17%,134xx,NY,7 years,0.0
2300.0,2007-07-13,chrissy,448.0,6.24%,481xx,MI,9 years,0.0
1500.0,2007-07-13,avalancheroy33,455.0,9.57%,479xx,IN,< 1 year,0.0
5500.0,2007-07-13,akademiks,0.0,1.34%,072xx,NJ,< 1 year,0.0
2000.0,2007-07-14,jb1552,625.0,18.86%,730xx,OK,4 years,0.0
3500.0,2007-07-14,daniel09,0.0,0.6%,322xx,FL,< 1 year,0.0
8000.0,2007-07-14,jcouch,601.0,10.01%,473xx,IN,3 years,0.0
1000.0,2007-07-14,butcherboy220,609.0,20.19%,334xx,FL,10+ years,0.0
2000.0,2007-07-14,ecs11,592.0,13%,131xx,NY,2 years,0.0
1500.0,2007-07-14,Crystopher,493.0,0%,325xx,FL,< 1 year,0.0
12000.0,2007-07-14,coppert,556.0,4.43%,114xx,NY,10+ years,0.0
4500.0,2007-07-14,medicalgirl1981,604.0,6%,212xx,MD,1 year,0.0
500.0,2007-07-14,joycespowell76,556.0,1.92%,275xx,NC,1 year,0.0
15000.0,2007-07-15,cindercell914,526.0,10.57%,301xx,GA,< 1 year,0.0
3000.0,2007-07-15,AskMatt,651.0,28.42%,980xx,WA,< 1 year,0.0
3000.0,2007-07-15,EduYankee,588.0,24.65%,301xx,GA,< 1 year,0.0
3000.0,2007-07-16,southfloridian,550.0,0%,331xx,FL,1 year,0.0
6000.0,2007-07-16,Coffeelovr5,428.0,11.49%,441xx,OH,< 1 year,0.0
5000.0,2007-07-16,LAO0911,496.0,18.33%,631xx,MO,< 1 year,0.0
8000.0,2007-07-16,wncgirl,623.0,29.57%,287xx,NC,8 years,0.0
15000.0,2007-07-16,Etrader77,637.0,4.14%,434xx,OH,3 years,0.0
15000.0,2007-07-16,KeeperEF,640.0,30.52%,300xx,GA,2 years,0.0
5000.0,2007-07-17,AngelMeagan,473.0,31.45%,685xx,NE,< 1 year,0.0
3000.0,2007-07-17,morgansuzi,417.0,13.47%,282xx,NC,1 year,0.0
2000.0,2007-07-17,Consolidate credit cards,593.0,54.35%,681xx,NE,< 1 year,0.0
5000.0,2007-07-17,whitpop85,455.0,17.44%,477xx,IN,3 years,0.0
25000.0,2007-07-17,cbowman,0.0,0%,402xx,KY,1 year,0.0
12000.0,2007-07-17,joshj0829,554.0,18.65%,193xx,PA,4 years,0.0
2000.0,2007-07-18,$~KING~$,511.0,29.13%,333xx,FL,< 1 year,0.0
7000.0,2007-07-18,streetforce1,482.0,0%,100xx,NY,< 1 year,0.0
3000.0,2007-07-18,Cute N Cuddly Couple Need Moving Help,570.0,18.75%,840xx,UT,< 1 year,0.0
4750.0,2007-07-18,Want to attend college,618.0,5%,024xx,MA,< 1 year,0.0
6000.0,2007-07-18,Expanding21,545.0,0%,112xx,NY,4 years,0.0
2000.0,2007-07-18,Cushie,536.0,10.63%,986xx,WA,1 year,0.0
4000.0,2007-07-18,HELP!!,420.0,5.98%,606xx,IN,< 1 year,0.0
2000.0,2007-07-18,"I'm working on building up my credit and looking to pay a few credit cards off. These interest rates are high, and I'm basically throwing away money every month on monthly fees, membership fees, annual fees, and high interest. Would love to just consolidate, get them paid off once and for all and close the accounts",647.0,19.98%,440xx,OH,1 year,0.0
600.0,2007-07-18,Karen Mae,562.0,2.66%,016xx,MA,1 year,0.0
1000.0,2007-07-18,sachinpatel17,589.0,4.55%,334xx,FL,1 year,0.0
6000.0,2007-07-18,Family Funtime - Used Jetboat Purchase,625.0,7.38%,275xx,NC,10+ years,0.0
7500.0,2007-07-18,Nick67,582.0,8.6%,554xx,MN,< 1 year,0.0
15000.0,2007-07-18,tSchulz,577.0,0.33%,327xx,FL,2 years,0.0
3500.0,2007-07-19,Honeymoon Expense,595.0,0.57%,300xx,GA,1 year,0.0
1500.0,2007-07-19,telcor,615.0,12.65%,770xx,TX,1 year,0.0
13000.0,2007-07-19,jenny88,650.0,14.56%,981xx,WA,10+ years,0.0
25000.0,2007-07-19,ksstormhunter,555.0,24.94%,997xx,AK,10+ years,0.0
4500.0,2007-07-19,debbie812,631.0,10.75%,113xx,NY,10+ years,0.0
15000.0,2007-07-19,juannunes,591.0,14.81%,333xx,FL,2 years,0.0
1400.0,2007-07-19,tallchick25,536.0,0.67%,328xx,FL,1 year,0.0
1500.0,2007-07-19,Donlo,529.0,2.91%,530xx,WI,< 1 year,0.0
2000.0,2007-07-20,rgbrock1,478.0,4.41%,064xx,CT,3 years,0.0
1700.0,2007-07-20,caspian915,455.0,17.67%,112xx,NY,< 1 year,0.0
2000.0,2007-07-20,jawbreaker,646.0,7.25%,748xx,OK,10+ years,0.0
6000.0,2007-07-20,melonee80,546.0,15.66%,227xx,VA,3 years,0.0
20000.0,2007-07-20,keishab912,452.0,25.46%,315xx,GA,3 years,0.0
7500.0,2007-07-20,helpourdaughter,623.0,1.65%,028xx,RI,5 years,0.0
10000.0,2007-07-20,lidarkeyes32,614.0,23.19%,549xx,WI,< 1 year,0.0
7275.0,2007-07-21,Lost with a soul.... ,457.0,2.15%,212xx,MD,3 years,0.0
7500.0,2007-07-21,2Be_Pennywise,400.0,8.16%,212xx,MD,3 years,0.0
500.0,2007-07-21,RBinAK,526.0,21.03%,995xx,AK,< 1 year,0.0
7500.0,2007-07-21,mickisue,546.0,15.41%,551xx,MN,1 year,0.0
10000.0,2007-07-21,joshaccardo,592.0,12.75%,100xx,NY,1 year,0.0
7000.0,2007-07-22,eeyore28,0.0,0%,117xx,NY,1 year,0.0
3000.0,2007-07-22,Iteachkids,594.0,12.86%,201xx,VA,6 years,0.0
5000.0,2007-07-22,msmkharmon,518.0,21.65%,191xx,PA,3 years,0.0
5000.0,2007-07-22,jaysun,632.0,32.96%,206xx,MD,< 1 year,0.0
10000.0,2007-07-22,texasrocks,662.0,29.73%,761xx,TX,1 year,0.0
500.0,2007-07-22,Help Please,535.0,1.1%,088xx,NJ,1 year,0.0
25000.0,2007-07-22,BuckTruck,430.0,11.95%,320xx,FL,1 year,0.0
2500.0,2007-07-22,adevens,506.0,14.53%,532xx,WI,2 years,0.0
10000.0,2007-07-23,tejada00,635.0,14.25%,100xx,NY,2 years,0.0
1000.0,2007-07-23,Animaluva,660.0,85%,334xx,FL,6 years,0.0
2500.0,2007-07-23,wolfbabeusa71,0.0,0%,462xx,IN,< 1 year,0.0
2000.0,2007-07-23,NCcarebear,488.0,14.01%,283xx,NC,2 years,0.0
25000.0,2007-07-23,livewealthy,688.0,22.9%,021xx,MA,1 year,0.0
17000.0,2007-07-23,mimi1011,635.0,74.86%,282xx,NC,1 year,0.0
600.0,2007-07-23,bward07,618.0,14.4%,199xx,DE,< 1 year,0.0
13500.0,2007-07-23,teacher1,668.0,25.25%,233xx,VA,10+ years,0.0
7500.0,2007-07-23,Sm-biz owner seeks loan,,100%,891xx,NV,3 years,0.0
10000.0,2007-07-23,danomar200,689.0,47.56%,330xx,FL,2 years,0.0
25000.0,2007-07-24,tgrphillips,527.0,0%,534xx,WI,2 years,0.0
10000.0,2007-07-24,candela,711.0,34.37%,331xx,FL,1 year,0.0
3500.0,2007-07-24,flutterjenn,518.0,0%,282xx,NC,< 1 year,0.0
1300.0,2007-07-24,"Recently, I took my automobile to the dealership for a routine check-up.  I ended-up paying nearly $1700 to cover all the work that needed to be done.  Since I am fresh out of college, this is probably one of the worse thing that could have happened right now. This loan will allow me to cover all my basis so that I can pay my other expenses while trying to fill the hole that my car trouble have maid in my pocket.  Your help would be greatly appreciated.",632.0,11.39%,303xx,GA,1 year,0.0
7000.0,2007-07-24,ejohnson39154,680.0,9%,391xx,MS,10+ years,0.0
20000.0,2007-07-24,Sasha,591.0,30.67%,479xx,IN,3 years,0.0
3500.0,2007-07-24,vernsan,663.0,63.75%,760xx,TX,1 year,0.0
6000.0,2007-07-25,maria,654.0,57.66%,333xx,FL,1 year,0.0
5000.0,2007-07-25,maciel,601.0,56.4%,333xx,FL,< 1 year,0.0
2000.0,2007-07-25,paying debt,622.0,11.6%,077xx,NJ,< 1 year,0.0
1500.0,2007-07-25,cjustice,507.0,31.61%,755xx,TX,5 years,0.0
3500.0,2007-07-25,tranpir29,460.0,13.21%,082xx,NJ,7 years,0.0
6000.0,2007-07-25,LacyG,484.0,569.27%,200xx,DC,10+ years,0.0
3300.0,2007-07-25,lacydiva,437.0,1.57%,071xx,NJ,1 year,0.0
1000.0,2007-07-25,balik9201,600.0,5.12%,151xx,PA,< 1 year,0.0
3000.0,2007-07-25,tjhummel7,505.0,28.4%,544xx,WI,< 1 year,0.0
7000.0,2007-07-25,I am looking to consolidate high interest rate credit cards into one monthly payment and a set payoff schedule.  This will save me interest and money monthly.,591.0,17.29%,681xx,NE,6 years,0.0
10000.0,2007-07-25,dtslagle,517.0,17.34%,465xx,IN,< 1 year,0.0
3000.0,2007-07-25,FTL_Torgo,433.0,6.09%,342xx,FL,2 years,0.0
1200.0,2007-07-25,college210,544.0,19.95%,282xx,NC,< 1 year,0.0
4100.0,2007-07-26,urban513,509.0,3.23%,088xx,NJ,2 years,0.0
10000.0,2007-07-26,ajax6677,568.0,4.44%,547xx,WI,3 years,0.0
2500.0,2007-07-26,Omahajohn07,632.0,18.62%,681xx,NE,1 year,0.0
10000.0,2007-07-26,PC,535.0,0%,910xx,CO,2 years,0.0
12000.0,2007-07-27,bmxdmx,0.0,0%,112xx,NY,6 years,0.0
3000.0,2007-07-27,Joe,,16.63%,336xx,FL,2 years,0.0
5000.0,2007-07-27,zoebee7001,514.0,43.44%,010xx,MA,1 year,0.0
7500.0,2007-07-27,searching101,554.0,28.45%,541xx,WI,4 years,0.0
25000.0,2007-07-27,rwestmore7,577.0,17.92%,707xx,LA,2 years,0.0
1775.0,2007-07-27,m0e74,547.0,9.95%,020xx,MA,4 years,0.0
12000.0,2007-07-27,mwichmann4,690.0,9.63%,532xx,WI,< 1 year,0.0
5000.0,2007-07-27,MatthewEdwards,705.0,4.2%,750xx,TX,< 1 year,0.0
1000.0,2007-07-27,Sean C.,535.0,2%,983xx,WA,< 1 year,0.0
10000.0,2007-07-28,ErikaAndrea,626.0,26.87%,276xx,NC,1 year,0.0
3500.0,2007-07-28,EricaS,621.0,92.84%,756xx,TX,< 1 year,0.0
3500.0,2007-07-29,ked55,571.0,5.33%,782xx,TX,9 years,0.0
5000.0,2007-07-29,NEED TO pay off LOANS,563.0,10.82%,921xx,CA,1 year,0.0
6000.0,2007-07-29,The purpose of this loan is to take care of my existing tuition balance. Without it I will not be able to register for the upcoming semester of classes. I would need the loan as soon as possible as the school year will be starting in a matter of weeks. It would be a great help. Thank you. ,550.0,3.29%,065xx,CT,< 1 year,0.0
6000.0,2007-07-30,panglin,425.0,0.48%,297xx,SC,10+ years,0.0
5000.0,2007-07-30,dixieboy,466.0,0%,786xx,TX,< 1 year,0.0
4000.0,2007-07-30,kkospender,462.0,0%,285xx,NC,< 1 year,0.0
1500.0,2007-07-30,wmitchell,576.0,3.98%,711xx,LA,1 year,0.0
8000.0,2007-07-30,lafortune96,487.0,31.87%,180xx,PA,2 years,0.0
1550.0,2007-07-30,qunciy_gurl,478.0,7.93%,323xx,FL,< 1 year,0.0
7000.0,2007-07-30,Cleaning up credit and paying off taxes,484.0,13.25%,537xx,WI,< 1 year,0.0
5000.0,2007-07-31,jamphat,628.0,3.9%,201xx,VA,< 1 year,0.0
25000.0,2007-07-31,Great Business Loan,636.0,65.8%,486xx,MI,1 year,0.0
5000.0,2007-07-31,idefygravity81,466.0,1.75%,802xx,CO,3 years,0.0
4800.0,2007-07-31,joecalifornia2002,469.0,15.93%,950xx,CA,1 year,0.0
1000.0,2007-07-31,V-sizzle,680.0,68%,210xx,MD,6 years,0.0
9500.0,2007-07-31,lonesophist,548.0,0%,775xx,TX,2 years,0.0
500.0,2007-07-31,dabigticket31,0.0,0%,374xx,TN,< 1 year,0.0
15000.0,2007-07-31,aceguy,582.0,2.31%,956xx,MN,< 1 year,0.0
500.0,2007-07-31,Trojanman7667,530.0,0%,122xx,NY,1 year,0.0
2500.0,2007-07-31,TXAngel1983,561.0,23.5%,778xx,TX,< 1 year,0.0
25000.0,2007-07-31,Shy256,0.0,0%,357xx,AL,2 years,0.0
500.0,2007-07-31,Ldurfee,492.0,20.16%,257xx,WV,< 1 year,0.0
2200.0,2007-07-31,talktobrent,703.0,27.6%,551xx,MN,2 years,0.0
3750.0,2007-07-31,jaredonline,595.0,3.36%,857xx,AZ,1 year,0.0
3500.0,2007-08-01,JMSpike1875,563.0,7.53%,801xx,CO,1 year,0.0
1200.0,2007-08-01,skcah,557.0,1.71%,296xx,SC,< 1 year,0.0
4925.0,2007-08-01,javatoast,532.0,1.71%,276xx,NC,1 year,0.0
2000.0,2007-08-01,energiemedia,513.0,6.21%,070xx,NJ,< 1 year,0.0
2000.0,2007-08-01,silverferretcu,644.0,22.17%,070xx,NJ,< 1 year,0.0
1000.0,2007-08-01,ryotrellim,636.0,28.56%,875xx,NM,< 1 year,0.0
1500.0,2007-08-01,normlessness,674.0,32.35%,316xx,GA,< 1 year,0.0
500.0,2007-08-01,kodered1984,604.0,45.08%,321xx,FL,1 year,0.0
2000.0,2007-08-01,brokenspoke,440.0,9.08%,417xx,KY,< 1 year,0.0
12500.0,2007-08-02,Bubbasc12,543.0,26.84%,295xx,SC,6 years,0.0
15000.0,2007-08-02,home improvement and security funds,581.0,0%,333xx,FL,9 years,0.0
15000.0,2007-08-02,MattBK,727.0,32.34%,112xx,NY,1 year,0.0
25000.0,2007-08-02,Ken4Christ4ever,702.0,20.62%,852xx,AZ,< 1 year,0.0
5000.0,2007-08-02,Broken Heater/Air Conditioning Units,634.0,22.51%,951xx,CA,< 1 year,0.0
14000.0,2007-08-02,ebrelsford,623.0,13.48%,065xx,CT,1 year,0.0
1600.0,2007-08-02,smochan,427.0,15.74%,150xx,OH,1 year,0.0
1000.0,2007-08-02,JFreeden,495.0,0%,079xx,NJ,5 years,0.0
10000.0,2007-08-02,alexnotov,512.0,0.88%,112xx,NY,1 year,0.0
15000.0,2007-08-03,NicB,639.0,36.53%,852xx,AZ,< 1 year,0.0
22000.0,2007-08-03,searching4u,658.0,41.86%,068xx,CT,10+ years,0.0
8000.0,2007-08-03,darussian12,480.0,618.7%,786xx,TX,< 1 year,0.0
2000.0,2007-08-04,Vjo06,466.0,17.4%,109xx,NY,< 1 year,0.0
16000.0,2007-08-04,lendborrowbhappy,667.0,37.11%,068xx,CT,8 years,0.0
5000.0,2007-08-04,jrw023,476.0,17.28%,100xx,NY,< 1 year,0.0
5000.0,2007-08-04,jrsnifty,493.0,16.58%,023xx,MA,< 1 year,0.0
800.0,2007-08-04,Keyboardman110,0.0,0%,634xx,MO,1 year,0.0
500.0,2007-08-04,Daisan,570.0,0%,234xx,VA,10+ years,0.0
20000.0,2007-08-04,Foxylady,664.0,8.55%,333xx,FL,1 year,0.0
10000.0,2007-08-04,woodcs82,488.0,24.96%,341xx,FL,< 1 year,0.0
25000.0,2007-08-04,janeco,712.0,84.9%,800xx,CO,10+ years,0.0
15000.0,2007-08-05,gopats910,656.0,45.7%,123xx,NY,3 years,0.0
1000.0,2007-08-05,hi i am looking to close,539.0,7.54%,020xx,MA,4 years,0.0
25000.0,2007-08-05,sturzstrom,558.0,19.32%,207xx,MD,2 years,0.0
